stimulus_set,question_type,sample_id,image_path,filename,figure_type,figure_rotation,number_rotation,number_position_x,number_position_y,number_location_x,number_location_y,relative_location,number_appearance_type,number_appearance,target,model_answer,model
level_2_rotations,visual,level_2_rotations_289_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0289_front.jpg,level_2_rot_image_0289_front.jpg,arrowman_1,80.0,350.0,190,114,left,top,front,figure_perspective,M,m,m,openai/gpt-4o-mini
level_2_rotations,visual,level_2_rotations_290_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0290_front.jpg,level_2_rot_image_0290_front.jpg,arrowman_1,80.0,80.0,228,101,right,top,front,figure_perspective,E,e,3,openai/gpt-4o-mini
level_2_rotations,visual,level_2_rotations_291_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0291_front.jpg,level_2_rot_image_0291_front.jpg,arrowman_1,80.0,80.0,280,36,right,top,front,figure_perspective,E,e,3,openai/gpt-4o-mini
level_2_rotations,visual,level_2_rotations_292_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0292_front.jpg,level_2_rot_image_0292_front.jpg,arrowman_1,80.0,80.0,269,92,right,top,front,figure_perspective,E,e,3,openai/gpt-4o-mini
level_2_rotations,visual,level_2_rotations_293_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0293_front.jpg,level_2_rot_image_0293_front.jpg,arrowman_1,80.0,80.0,212,142,right,top,front,figure_perspective,E,e,E,openai/gpt-4o-mini
level_2_rotations,visual,level_2_rotations_294_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0294_front.jpg,level_2_rot_image_0294_front.jpg,arrowman_1,80.0,80.0,217,147,right,top,front,figure_perspective,E,e,E,openai/gpt-4o-mini
level_2_rotations,visual,level_2_rotations_295_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0295_front.jpg,level_2_rot_image_0295_front.jpg,arrowman_1,80.0,80.0,194,88,right,top,front,figure_perspective,E,e,3,openai/gpt-4o-mini
level_2_rotations,visual,level_2_rotations_296_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0296_front.jpg,level_2_rot_image_0296_front.jpg,arrowman_1,80.0,80.0,196,133,right,top,front,figure_perspective,E,e,E,openai/gpt-4o-mini
level_2_rotations,visual,level_2_rotations_297_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0297_front.jpg,level_2_rot_image_0297_front.jpg,arrowman_1,80.0,80.0,192,145,left,top,front,figure_perspective,E,e,E,openai/gpt-4o-mini
level_2_rotations,visual,level_2_rotations_298_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0298_front.jpg,level_2_rot_image_0298_front.jpg,arrowman_1,80.0,80.0,215,156,right,top,front,figure_perspective,E,e,E,openai/gpt-4o-mini
level_2_rotations,visual,level_2_rotations_299_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0299_front.jpg,level_2_rot_image_0299_front.jpg,arrowman_1,80.0,80.0,257,111,right,top,front,figure_perspective,E,e,M,openai/gpt-4o-mini
level_2_rotations,visual,level_2_rotations_300_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0300_front.jpg,level_2_rot_image_0300_front.jpg,arrowman_1,80.0,170.0,190,54,left,top,front,figure_perspective,W,w,M,openai/gpt-4o-mini
level_2_rotations,visual,level_2_rotations_301_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0301_front.jpg,level_2_rot_image_0301_front.jpg,arrowman_1,80.0,170.0,255,90,right,top,front,figure_perspective,W,w,M,openai/gpt-4o-mini
level_2_rotations,visual,level_2_rotations_302_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0302_front.jpg,level_2_rot_image_0302_front.jpg,arrowman_1,80.0,170.0,253,39,right,top,front,figure_perspective,W,w,M,openai/gpt-4o-mini
level_2_rotations,visual,level_2_rotations_303_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0303_front.jpg,level_2_rot_image_0303_front.jpg,arrowman_1,80.0,170.0,227,102,right,top,front,figure_perspective,W,w,m,openai/gpt-4o-mini
level_2_rotations,visual,level_2_rotations_304_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0304_front.jpg,level_2_rot_image_0304_front.jpg,arrowman_1,80.0,170.0,188,117,left,top,front,figure_perspective,W,w,M,openai/gpt-4o-mini
level_2_rotations,visual,level_2_rotations_305_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0305_front.jpg,level_2_rot_image_0305_front.jpg,arrowman_1,80.0,170.0,205,137,right,top,front,figure_perspective,W,w,M,openai/gpt-4o-mini
level_2_rotations,visual,level_2_rotations_306_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0306_front.jpg,level_2_rot_image_0306_front.jpg,arrowman_1,80.0,170.0,261,52,right,top,front,figure_perspective,W,w,m,openai/gpt-4o-mini
level_2_rotations,visual,level_2_rotations_307_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0307_front.jpg,level_2_rot_image_0307_front.jpg,arrowman_1,80.0,170.0,192,136,left,top,front,figure_perspective,W,w,M,openai/gpt-4o-mini
level_2_rotations,visual,level_2_rotations_308_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0308_front.jpg,level_2_rot_image_0308_front.jpg,arrowman_1,80.0,170.0,242,98,right,top,front,figure_perspective,W,w,M,openai/gpt-4o-mini
level_2_rotations,visual,level_2_rotations_309_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0309_front.jpg,level_2_rot_image_0309_front.jpg,arrowman_1,80.0,170.0,192,74,left,top,front,figure_perspective,W,w,M,openai/gpt-4o-mini
level_2_rotations,visual,level_2_rotations_310_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0310_front.jpg,level_2_rot_image_0310_front.jpg,arrowman_1,80.0,260.0,223,59,right,top,front,figure_perspective,3,3,3,openai/gpt-4o-mini
level_2_rotations,visual,level_2_rotations_311_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0311_front.jpg,level_2_rot_image_0311_front.jpg,arrowman_1,80.0,260.0,202,91,right,top,front,figure_perspective,3,3,3,openai/gpt-4o-mini
level_2_rotations,visual,level_2_rotations_312_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0312_front.jpg,level_2_rot_image_0312_front.jpg,arrowman_1,80.0,260.0,312,38,right,top,front,figure_perspective,3,3,3,openai/gpt-4o-mini
level_2_rotations,visual,level_2_rotations_313_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0313_front.jpg,level_2_rot_image_0313_front.jpg,arrowman_1,80.0,260.0,183,66,left,top,front,figure_perspective,3,3,3,openai/gpt-4o-mini
level_2_rotations,visual,level_2_rotations_314_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0314_front.jpg,level_2_rot_image_0314_front.jpg,arrowman_1,80.0,260.0,281,26,right,top,front,figure_perspective,3,3,3,openai/gpt-4o-mini
level_2_rotations,visual,level_2_rotations_315_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0315_front.jpg,level_2_rot_image_0315_front.jpg,arrowman_1,80.0,260.0,315,19,right,top,front,figure_perspective,3,3,3,openai/gpt-4o-mini
level_2_rotations,visual,level_2_rotations_316_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0316_front.jpg,level_2_rot_image_0316_front.jpg,arrowman_1,80.0,260.0,228,44,right,top,front,figure_perspective,3,3,3,openai/gpt-4o-mini
level_2_rotations,visual,level_2_rotations_317_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0317_front.jpg,level_2_rot_image_0317_front.jpg,arrowman_1,80.0,260.0,167,83,left,top,front,figure_perspective,3,3,3,openai/gpt-4o-mini
level_2_rotations,visual,level_2_rotations_318_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0318_front.jpg,level_2_rot_image_0318_front.jpg,arrowman_1,80.0,260.0,214,66,right,top,front,figure_perspective,3,3,3,openai/gpt-4o-mini
level_2_rotations,visual,level_2_rotations_319_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0319_front.jpg,level_2_rot_image_0319_front.jpg,arrowman_1,80.0,260.0,185,144,left,top,front,figure_perspective,3,3,3,openai/gpt-4o-mini
level_2_rotations,visual,level_2_rotations_320_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0320_front.jpg,level_2_rot_image_0320_front.jpg,arrowman_1,90.0,0.0,234,30,right,top,front,figure_perspective,M,m,m,openai/gpt-4o-mini
level_2_rotations,visual,level_2_rotations_321_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0321_front.jpg,level_2_rot_image_0321_front.jpg,arrowman_1,90.0,0.0,178,103,left,top,front,figure_perspective,M,m,m,openai/gpt-4o-mini
level_2_rotations,visual,level_2_rotations_322_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0322_front.jpg,level_2_rot_image_0322_front.jpg,arrowman_1,90.0,0.0,214,97,right,top,front,figure_perspective,M,m,m,openai/gpt-4o-mini
level_2_rotations,visual,level_2_rotations_323_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0323_front.jpg,level_2_rot_image_0323_front.jpg,arrowman_1,90.0,0.0,208,98,right,top,front,figure_perspective,M,m,m,openai/gpt-4o-mini
level_2_rotations,visual,level_2_rotations_324_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0324_front.jpg,level_2_rot_image_0324_front.jpg,arrowman_1,90.0,0.0,168,127,left,top,front,figure_perspective,M,m,m,openai/gpt-4o-mini
level_2_rotations,visual,level_2_rotations_325_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0325_front.jpg,level_2_rot_image_0325_front.jpg,arrowman_1,90.0,0.0,118,40,left,top,front,figure_perspective,M,m,M,openai/gpt-4o-mini
level_2_rotations,visual,level_2_rotations_326_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0326_front.jpg,level_2_rot_image_0326_front.jpg,arrowman_1,90.0,0.0,198,35,right,top,front,figure_perspective,M,m,m,openai/gpt-4o-mini
level_2_rotations,visual,level_2_rotations_327_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0327_front.jpg,level_2_rot_image_0327_front.jpg,arrowman_1,90.0,0.0,209,134,right,top,front,figure_perspective,M,m,m,openai/gpt-4o-mini
level_2_rotations,visual,level_2_rotations_328_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0328_front.jpg,level_2_rot_image_0328_front.jpg,arrowman_1,90.0,0.0,166,72,left,top,front,figure_perspective,M,m,m,openai/gpt-4o-mini
level_2_rotations,visual,level_2_rotations_329_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0329_front.jpg,level_2_rot_image_0329_front.jpg,arrowman_1,90.0,0.0,253,46,right,top,front,figure_perspective,M,m,m,openai/gpt-4o-mini
level_2_rotations,visual,level_2_rotations_330_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0330_front.jpg,level_2_rot_image_0330_front.jpg,arrowman_1,90.0,90.0,237,32,right,top,front,figure_perspective,E,e,E,openai/gpt-4o-mini
level_2_rotations,visual,level_2_rotations_331_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0331_front.jpg,level_2_rot_image_0331_front.jpg,arrowman_1,90.0,90.0,221,97,right,top,front,figure_perspective,E,e,M,openai/gpt-4o-mini
level_2_rotations,visual,level_2_rotations_332_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0332_front.jpg,level_2_rot_image_0332_front.jpg,arrowman_1,90.0,90.0,192,94,left,top,front,figure_perspective,E,e,3,openai/gpt-4o-mini
level_2_rotations,visual,level_2_rotations_333_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0333_front.jpg,level_2_rot_image_0333_front.jpg,arrowman_1,90.0,90.0,187,54,left,top,front,figure_perspective,E,e,3,openai/gpt-4o-mini
level_2_rotations,visual,level_2_rotations_334_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0334_front.jpg,level_2_rot_image_0334_front.jpg,arrowman_1,90.0,90.0,168,34,left,top,front,figure_perspective,E,e,E,openai/gpt-4o-mini
level_2_rotations,visual,level_2_rotations_335_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0335_front.jpg,level_2_rot_image_0335_front.jpg,arrowman_1,90.0,90.0,170,125,left,top,front,figure_perspective,E,e,M,openai/gpt-4o-mini
level_2_rotations,visual,level_2_rotations_336_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0336_front.jpg,level_2_rot_image_0336_front.jpg,arrowman_1,90.0,90.0,186,79,left,top,front,figure_perspective,E,e,3,openai/gpt-4o-mini
level_2_rotations,visual,level_2_rotations_337_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0337_front.jpg,level_2_rot_image_0337_front.jpg,arrowman_1,90.0,90.0,146,79,left,top,front,figure_perspective,E,e,3,openai/gpt-4o-mini
level_2_rotations,visual,level_2_rotations_338_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0338_front.jpg,level_2_rot_image_0338_front.jpg,arrowman_1,90.0,90.0,251,39,right,top,front,figure_perspective,E,e,E,openai/gpt-4o-mini
level_2_rotations,visual,level_2_rotations_339_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0339_front.jpg,level_2_rot_image_0339_front.jpg,arrowman_1,90.0,90.0,209,30,right,top,front,figure_perspective,E,e,3,openai/gpt-4o-mini
level_2_rotations,visual,level_2_rotations_340_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0340_front.jpg,level_2_rot_image_0340_front.jpg,arrowman_1,90.0,180.0,261,35,right,top,front,figure_perspective,W,w,W,openai/gpt-4o-mini
level_2_rotations,visual,level_2_rotations_341_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0341_front.jpg,level_2_rot_image_0341_front.jpg,arrowman_1,90.0,180.0,168,68,left,top,front,figure_perspective,W,w,M,openai/gpt-4o-mini
level_2_rotations,visual,level_2_rotations_342_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0342_front.jpg,level_2_rot_image_0342_front.jpg,arrowman_1,90.0,180.0,154,40,left,top,front,figure_perspective,W,w,M,openai/gpt-4o-mini
level_2_rotations,visual,level_2_rotations_343_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0343_front.jpg,level_2_rot_image_0343_front.jpg,arrowman_1,90.0,180.0,195,23,right,top,front,figure_perspective,W,w,M,openai/gpt-4o-mini
level_2_rotations,visual,level_2_rotations_344_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0344_front.jpg,level_2_rot_image_0344_front.jpg,arrowman_1,90.0,180.0,122,24,left,top,front,figure_perspective,W,w,W,openai/gpt-4o-mini
level_2_rotations,visual,level_2_rotations_345_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0345_front.jpg,level_2_rot_image_0345_front.jpg,arrowman_1,90.0,180.0,209,72,right,top,front,figure_perspective,W,w,M,openai/gpt-4o-mini
level_2_rotations,visual,level_2_rotations_346_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0346_front.jpg,level_2_rot_image_0346_front.jpg,arrowman_1,90.0,180.0,191,38,left,top,front,figure_perspective,W,w,M,openai/gpt-4o-mini
level_2_rotations,visual,level_2_rotations_347_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0347_front.jpg,level_2_rot_image_0347_front.jpg,arrowman_1,90.0,180.0,250,21,right,top,front,figure_perspective,W,w,M,openai/gpt-4o-mini
level_2_rotations,visual,level_2_rotations_348_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0348_front.jpg,level_2_rot_image_0348_front.jpg,arrowman_1,90.0,180.0,116,35,left,top,front,figure_perspective,W,w,W,openai/gpt-4o-mini
level_2_rotations,visual,level_2_rotations_349_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0349_front.jpg,level_2_rot_image_0349_front.jpg,arrowman_1,90.0,180.0,257,30,right,top,front,figure_perspective,W,w,M,openai/gpt-4o-mini
level_2_rotations,visual,level_2_rotations_350_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0350_front.jpg,level_2_rot_image_0350_front.jpg,arrowman_1,90.0,270.0,231,70,right,top,front,figure_perspective,3,3,3,openai/gpt-4o-mini
level_2_rotations,visual,level_2_rotations_351_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0351_front.jpg,level_2_rot_image_0351_front.jpg,arrowman_1,90.0,270.0,177,102,left,top,front,figure_perspective,3,3,3,openai/gpt-4o-mini
level_2_rotations,visual,level_2_rotations_352_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0352_front.jpg,level_2_rot_image_0352_front.jpg,arrowman_1,90.0,270.0,137,29,left,top,front,figure_perspective,3,3,3,openai/gpt-4o-mini
level_2_rotations,visual,level_2_rotations_353_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0353_front.jpg,level_2_rot_image_0353_front.jpg,arrowman_1,90.0,270.0,196,101,right,top,front,figure_perspective,3,3,3,openai/gpt-4o-mini
level_2_rotations,visual,level_2_rotations_354_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0354_front.jpg,level_2_rot_image_0354_front.jpg,arrowman_1,90.0,270.0,175,85,left,top,front,figure_perspective,3,3,3,openai/gpt-4o-mini
level_2_rotations,visual,level_2_rotations_355_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0355_front.jpg,level_2_rot_image_0355_front.jpg,arrowman_1,90.0,270.0,249,74,right,top,front,figure_perspective,3,3,3,openai/gpt-4o-mini
level_2_rotations,visual,level_2_rotations_356_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0356_front.jpg,level_2_rot_image_0356_front.jpg,arrowman_1,90.0,270.0,116,55,left,top,front,figure_perspective,3,3,3,openai/gpt-4o-mini
level_2_rotations,visual,level_2_rotations_357_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0357_front.jpg,level_2_rot_image_0357_front.jpg,arrowman_1,90.0,270.0,166,55,left,top,front,figure_perspective,3,3,3,openai/gpt-4o-mini
level_2_rotations,visual,level_2_rotations_358_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0358_front.jpg,level_2_rot_image_0358_front.jpg,arrowman_1,90.0,270.0,158,22,left,top,front,figure_perspective,3,3,3,openai/gpt-4o-mini
level_2_rotations,visual,level_2_rotations_359_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0359_front.jpg,level_2_rot_image_0359_front.jpg,arrowman_1,90.0,270.0,156,79,left,top,front,figure_perspective,3,3,3,openai/gpt-4o-mini
level_2_rotations,visual,level_2_rotations_360_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0360_front.jpg,level_2_rot_image_0360_front.jpg,arrowman_1,100.0,10.0,197,71,right,top,front,figure_perspective,M,m,m,openai/gpt-4o-mini
level_2_rotations,visual,level_2_rotations_361_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0361_front.jpg,level_2_rot_image_0361_front.jpg,arrowman_1,100.0,10.0,176,118,left,top,front,figure_perspective,M,m,m,openai/gpt-4o-mini
level_2_rotations,visual,level_2_rotations_362_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0362_front.jpg,level_2_rot_image_0362_front.jpg,arrowman_1,100.0,10.0,171,127,left,top,front,figure_perspective,M,m,m,openai/gpt-4o-mini
level_2_rotations,visual,level_2_rotations_363_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0363_front.jpg,level_2_rot_image_0363_front.jpg,arrowman_1,100.0,10.0,129,20,left,top,front,figure_perspective,M,m,m,openai/gpt-4o-mini
level_2_rotations,visual,level_2_rotations_364_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0364_front.jpg,level_2_rot_image_0364_front.jpg,arrowman_1,100.0,10.0,234,67,right,top,front,figure_perspective,M,m,m,openai/gpt-4o-mini
level_2_rotations,visual,level_2_rotations_365_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0365_front.jpg,level_2_rot_image_0365_front.jpg,arrowman_1,100.0,10.0,132,82,left,top,front,figure_perspective,M,m,m,openai/gpt-4o-mini
level_2_rotations,visual,level_2_rotations_366_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0366_front.jpg,level_2_rot_image_0366_front.jpg,arrowman_1,100.0,10.0,163,134,left,top,front,figure_perspective,M,m,m,openai/gpt-4o-mini
level_2_rotations,visual,level_2_rotations_367_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0367_front.jpg,level_2_rot_image_0367_front.jpg,arrowman_1,100.0,10.0,151,59,left,top,front,figure_perspective,M,m,m,openai/gpt-4o-mini
level_2_rotations,visual,level_2_rotations_368_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0368_front.jpg,level_2_rot_image_0368_front.jpg,arrowman_1,100.0,10.0,216,83,right,top,front,figure_perspective,M,m,m,openai/gpt-4o-mini
level_2_rotations,visual,level_2_rotations_369_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0369_front.jpg,level_2_rot_image_0369_front.jpg,arrowman_1,100.0,10.0,218,28,right,top,front,figure_perspective,M,m,m,openai/gpt-4o-mini
level_2_rotations,visual,level_2_rotations_370_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0370_front.jpg,level_2_rot_image_0370_front.jpg,arrowman_1,100.0,100.0,200,68,right,top,front,figure_perspective,E,e,E,openai/gpt-4o-mini
level_2_rotations,visual,level_2_rotations_371_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0371_front.jpg,level_2_rot_image_0371_front.jpg,arrowman_1,100.0,100.0,147,78,left,top,front,figure_perspective,E,e,E,openai/gpt-4o-mini
level_2_rotations,visual,level_2_rotations_372_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0372_front.jpg,level_2_rot_image_0372_front.jpg,arrowman_1,100.0,100.0,56,22,left,top,front,figure_perspective,E,e,E,openai/gpt-4o-mini
level_2_rotations,visual,level_2_rotations_373_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0373_front.jpg,level_2_rot_image_0373_front.jpg,arrowman_1,100.0,100.0,194,145,right,top,front,figure_perspective,E,e,E,openai/gpt-4o-mini
level_2_rotations,visual,level_2_rotations_374_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0374_front.jpg,level_2_rot_image_0374_front.jpg,arrowman_1,100.0,100.0,191,53,left,top,front,figure_perspective,E,e,E,openai/gpt-4o-mini
level_2_rotations,visual,level_2_rotations_375_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0375_front.jpg,level_2_rot_image_0375_front.jpg,arrowman_1,100.0,100.0,134,42,left,top,front,figure_perspective,E,e,E,openai/gpt-4o-mini
level_2_rotations,visual,level_2_rotations_376_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0376_front.jpg,level_2_rot_image_0376_front.jpg,arrowman_1,100.0,100.0,127,34,left,top,front,figure_perspective,E,e,E,openai/gpt-4o-mini
level_2_rotations,visual,level_2_rotations_377_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0377_front.jpg,level_2_rot_image_0377_front.jpg,arrowman_1,100.0,100.0,60,26,left,top,front,figure_perspective,E,e,3,openai/gpt-4o-mini
level_2_rotations,visual,level_2_rotations_378_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0378_front.jpg,level_2_rot_image_0378_front.jpg,arrowman_1,100.0,100.0,206,81,right,top,front,figure_perspective,E,e,E,openai/gpt-4o-mini
level_2_rotations,visual,level_2_rotations_379_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0379_front.jpg,level_2_rot_image_0379_front.jpg,arrowman_1,100.0,100.0,219,76,right,top,front,figure_perspective,E,e,E,openai/gpt-4o-mini
level_2_rotations,visual,level_2_rotations_380_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0380_front.jpg,level_2_rot_image_0380_front.jpg,arrowman_1,100.0,190.0,159,19,left,top,front,figure_perspective,W,w,M,openai/gpt-4o-mini
level_2_rotations,visual,level_2_rotations_381_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0381_front.jpg,level_2_rot_image_0381_front.jpg,arrowman_1,100.0,190.0,136,90,left,top,front,figure_perspective,W,w,W,openai/gpt-4o-mini
level_2_rotations,visual,level_2_rotations_382_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0382_front.jpg,level_2_rot_image_0382_front.jpg,arrowman_1,100.0,190.0,184,59,left,top,front,figure_perspective,W,w,W,openai/gpt-4o-mini
level_2_rotations,visual,level_2_rotations_383_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0383_front.jpg,level_2_rot_image_0383_front.jpg,arrowman_1,100.0,190.0,233,49,right,top,front,figure_perspective,W,w,W,openai/gpt-4o-mini
level_2_rotations,visual,level_2_rotations_384_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0384_front.jpg,level_2_rot_image_0384_front.jpg,arrowman_1,100.0,190.0,132,61,left,top,front,figure_perspective,W,w,W,openai/gpt-4o-mini
level_2_rotations,visual,level_2_rotations_385_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0385_front.jpg,level_2_rot_image_0385_front.jpg,arrowman_1,100.0,190.0,235,68,right,top,front,figure_perspective,W,w,M,openai/gpt-4o-mini
level_2_rotations,visual,level_2_rotations_386_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0386_front.jpg,level_2_rot_image_0386_front.jpg,arrowman_1,100.0,190.0,172,85,left,top,front,figure_perspective,W,w,m,openai/gpt-4o-mini
level_2_rotations,visual,level_2_rotations_387_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0387_front.jpg,level_2_rot_image_0387_front.jpg,arrowman_1,100.0,190.0,220,78,right,top,front,figure_perspective,W,w,w,openai/gpt-4o-mini
level_2_rotations,visual,level_2_rotations_388_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0388_front.jpg,level_2_rot_image_0388_front.jpg,arrowman_1,100.0,190.0,196,123,right,top,front,figure_perspective,W,w,M,openai/gpt-4o-mini
level_2_rotations,visual,level_2_rotations_389_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0389_front.jpg,level_2_rot_image_0389_front.jpg,arrowman_1,100.0,190.0,148,21,left,top,front,figure_perspective,W,w,M,openai/gpt-4o-mini
level_2_rotations,visual,level_2_rotations_390_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0390_front.jpg,level_2_rot_image_0390_front.jpg,arrowman_1,100.0,280.0,194,67,right,top,front,figure_perspective,3,3,3,openai/gpt-4o-mini
level_2_rotations,visual,level_2_rotations_391_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0391_front.jpg,level_2_rot_image_0391_front.jpg,arrowman_1,100.0,280.0,196,79,right,top,front,figure_perspective,3,3,3,openai/gpt-4o-mini
level_2_rotations,visual,level_2_rotations_392_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0392_front.jpg,level_2_rot_image_0392_front.jpg,arrowman_1,100.0,280.0,124,30,left,top,front,figure_perspective,3,3,3,openai/gpt-4o-mini
level_2_rotations,visual,level_2_rotations_393_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0393_front.jpg,level_2_rot_image_0393_front.jpg,arrowman_1,100.0,280.0,118,100,left,top,front,figure_perspective,3,3,3,openai/gpt-4o-mini
level_2_rotations,visual,level_2_rotations_394_visual,datasets/level_2_m_rotations_x10/images/level_2_rot_image_0394_front.jpg,level_2_rot_image_0394_front.jpg,arrowman_1,100.0,280.0,214,123,right,top,front,figure_perspective,3,3,3,openai/gpt-4o-mini
